Book,Section Number,Start Chapter,Start Verse,Start Sub-verse,Start OGNTsort,End Chapter,End Verse,End Sub-verse,End OGNTsort,Note
"Lk",143,11,53,"","039593",12,1,"B","039633",""
"Lk",144,12,1,"C","039634",12,1,"C","039643",""
"Lk",145,12,2,"","039644",12,8,"","039776",""
"Lk",146,12,9,"","039777",12,9,"","039789",""
"Lk",147,12,10,"","039790",12,10,"","039810",""
"Lk",148,12,11,"","039811",12,12,"","039845",""
"Lk",149,12,13,"","039846",12,21,"","039993",""
"Lk",150,12,22,"","039994",12,31,"","040154",""
"Lk",151,12,32,"","040155",12,32,"","040168",""
"Lk",152,12,33,"A","040169",12,33,"A","040175",""
"Lk",153,12,33,"B","040176",12,34,"","040204",""
"Lk",154,12,35,"","040205",12,36,"","040233",""
"Lk",155,12,37,"","040234",12,38,"","040271",""
"Lk",156,12,39,"","040272",12,40,"","040305",""
"Lk",157,12,41,"","040306",12,44,"","040369",""
"Lk",158,12,45,"","040370",12,46,"","040426",""
"Lk",159,12,47,"","040427",12,48,"","040474",""
"Lk",160,12,49,"","040475",12,53,"","040554",""
"Lk",161,12,54,"","040555",12,57,"","040611",""
"Lk",162,12,58,"","040612",12,59,"","040660",""
"Lk",163,13,1,"","040661",13,5,"","040746",""
"Lk",164,13,6,"","040747",13,13,"","040883",""
"Lk",165,13,14,"","040884",13,16,"","040967",""
"Lk",166,13,17,"","040968",13,17,"","040989",""
"Lk",167,13,18,"","040990",13,19,"","041029",""
"Lk",168,13,20,"","041030",13,21,"","041053",""
"Lk",169,13,22,"","041054",13,22,"","041065",""
"Lk",170,13,23,"","041066",13,24,"","041094",""
"Lk",171,13,25,"","041095",13,28,"A","041163",""
"Lk",172,13,28,"B","041164",13,29,"","041201",""
"Lk",173,13,30,"","041202",13,30,"","041214",""
"Lk",174,13,31,"","041215",13,33,"","041270",""
"Lk",175,13,34,"","041271",13,35,"","041323",""
"Lk",176,14,1,"","041324",14,4,"","041378",""
"Lk",177,14,5,"","041379",14,6,"","041405",""
"Lk",178,14,7,"","041406",14,10,"","041487",""
"Lk",179,14,11,"","041488",14,11,"","041498",""
"Lk",180,14,12,"","041499",14,15,"","041576",""
"Lk",181,14,16,"","041577",14,24,"","041739",""
"Lk",182,14,25,"","041740",14,27,"","041801",""
"Lk",183,14,28,"","041802",14,32,"","041885",""
"Lk",184,14,33,"","041886",14,33,"","041902",""
"Lk",185,14,34,"","041903",14,35,"","041931",""
"Lk",186,15,1,"","041932",15,2,"","041959",""
"Lk",187,15,3,"","041960",15,7,"","042048",""
"Lk",188,15,8,"","042049",15,9,"","042087",""
"Lk",189,15,10,"","042088",15,10,"","042101",""
"Lk",190,15,11,"","042102",16,12,"","042726",""
"Lk",191,16,13,"","042727",16,13,"","042754",""
"Lk",192,16,14,"","042755",16,15,"","042792",""
"Lk",193,16,16,"","042793",16,16,"","042811",""
"Lk",194,16,17,"","042812",16,17,"","042826",""
"Lk",195,16,18,"","042827",16,18,"","042843",""
"Lk",196,16,19,"","042844",16,31,"","043087",""
"Lk",197,17,1,"","043088",17,2,"","043127",""
"Lk",198,17,3,"AB","043128",17,3,"AB","043136",""
"Lk",199,17,3,"C","043137",17,4,"","043158",""
"Lk",200,17,5,"","043159",17,6,"","043192",""
"Lk",201,17,7,"","043193",17,19,"","043377",""
"Lk",202,17,20,"","043378",17,21,"","043415",""
"Lk",203,17,22,"","043416",17,22,"","043435",""
"Lk",204,17,23,"","043436",17,23,"","043447",""
"Lk",205,17,24,"","043448",17,24,"","043472",""
"Lk",206,17,25,"","043473",17,25,"","043484",""
"Lk",207,17,26,"","043485",17,27,"","043520",""
"Lk",208,17,28,"","043521",17,30,"","043560",""
"Lk",209,17,31,"","043561",17,31,"","043590",""
"Lk",210,17,32,"","043591",17,32,"","043594",""
"Lk",211,17,33,"","043595",17,33,"","043609",""
"Lk",212,17,34,"","043610",17,36,"","043639","Lk 17:36 not in most mss per Nestle-Aland"
"Lk",213,17,37,"","043640",17,37,"","043657",""
"Lk",214,18,1,"","043658",18,14,"A","043901",""
"Lk",215,18,14,"B","043902",18,14,"B","043912",""
"Lk",216,18,15,"","043913",18,16,"","043951",""
"Lk",217,18,17,"","043952",18,17,"","043969",""
"Lk",218,18,18,"","043970",18,21,"","044024",""
"Lk",219,18,22,"","044025",18,22,"","044051",""
"Lk",220,18,23,"","044052",18,28,"","044128",""
"Lk",221,18,29,"","044129",18,30,"","044171",""
"Lk",222,18,31,"","044172",18,33,"","044214",""
"Lk",223,18,34,"","044215",18,34,"","044232",""
"Lk",224,18,35,"","044233",18,43,"","044340",""
"Lk",225,19,1,"","044341",19,9,"","044476",""
"Lk",226,19,10,"","044477",19,10,"","044487",""
"Lk",227,19,11,"","044488",19,11,"","044511",""
"Lk",228,19,12,"","044512",19,12,"","044525",""
"Lk",229,19,13,"","044526",19,25,"","044731",""
"Lk",230,19,26,"","044732",19,26,"","044747",""
"Lk",231,19,27,"","044748",19,27,"","044766",""
"Lk",232,19,28,"","044767",19,31,"","044830",""
"Lk",233,19,32,"","044831",19,36,"","044889",""
"Lk",234,19,37,"","044890",19,38,"","044933",""
"Lk",235,19,39,"","044934",19,40,"","044959",""
"Lk",236,19,41,"","044960",19,44,"A","045015",""
"Lk",237,19,44,"BC","045016",19,44,"BC","045032",""
"Lk",238,19,45,"","045033",19,46,"","045057",""
"Lk",239,19,47,"","045058",19,48,"","045093",""
"Lk",240,20,1,"","045094",20,8,"","045211",""
"Lk",241,20,9,"","045212",20,18,"","045381",""
"Lk",242,20,19,"","045382",20,19,"","045410",""
"Lk",243,20,20,"","045411",20,39,"","045693",""
"Lk",244,20,40,"","045694",20,40,"","045699",""
"Lk",245,20,41,"","045700",20,44,"","045746",""
"Lk",246,20,45,"","045747",20,46,"","045780",""
"Lk",247,20,47,"","045781",21,4,"","045852",""
"Lk",248,21,5,"","045853",21,6,"","045880",""
"Lk",249,21,7,"","045881",21,11,"","045968",""
"Lk",250,21,12,"","045969",21,13,"","045999",""
"Lk",251,21,14,"","046000",21,19,"","046066",""
"Lk",252,21,20,"","046067",21,20,"","046080",""
"Lk",253,21,21,"","046081",21,22,"","046114",""
"Lk",254,21,23,"A","046115",21,23,"A","046126",""
"Lk",255,21,23,"B","046127",21,23,"B","046138",""
"Lk",256,21,24,"","046139",21,24,"","046159",""
"Lk",257,21,25,"","046160",21,26,"","046196",""
"Lk",258,21,27,"","046197",21,33,"","046292",""
"Lk",259,21,34,"","046293",21,38,"","046380",""
"Lk",260,22,1,"","046381",22,1,"","046389",""
"Lk",261,22,2,"","046390",22,2,"","046404",""
"Lk",262,22,3,"","046405",22,3,"","046418",""
"Lk",263,22,4,"","046419",22,13,"","046544",""
"Lk",264,22,14,"","046545",22,15,"","046571",""
"Lk",265,22,16,"","046572",22,18,"","046620",""
"Lk",266,22,19,"","046621",22,19,"","046644",""
"Lk",267,22,20,"","046645",22,20,"","046666",""
"Lk",268,22,21,"","046667",22,22,"","046696",""
"Lk",269,22,23,"","046697",22,23,"","046712",""
"Lk",270,22,24,"","046713",22,26,"","046759",""
"Lk",271,22,27,"","046760",22,30,"A","046812",""
"Lk",272,22,30,"B","046813",22,30,"B","046822",""
"Lk",273,22,31,"","046823",22,32,"A","046845",""
"Lk",274,22,32,"B","046846",22,32,"B","046853",""
"Lk",275,22,33,"","046854",22,34,"","046884",""
"Lk",276,22,35,"","046885",22,36,"","046926",""
"Lk",277,22,37,"","046927",22,37,"","046949",""
"Lk",278,22,38,"","046950",22,38,"","046963",""
"Lk",279,22,39,"","046964",22,39,"","046980",""
"Lk",280,22,40,"","046981",22,40,"","046992",""
"Lk",281,22,41,"","046993",22,41,"","047005",""
"Lk",282,22,42,"","047006",22,42,"","047024",""
"Lk",283,22,43,"","047025",22,44,"","047050",""
"Lk",284,22,45,"","047051",22,46,"","047077",""
"Lk",285,22,47,"A","047078",22,47,"A","047091",""
"Lk",286,22,47,"B","047092",22,48,"","047108",""
"Lk",287,22,49,"","047109",22,50,"","047138",""
"Lk",288,22,51,"","047139",22,51,"","047152",""
"Lk",289,22,52,"","047153",22,53,"","047201",""
"Lk",290,22,54,"A","047202",22,54,"A","047212",""
"Lk",291,22,54,"B","047213",22,57,"","047257",""
"Lk",292,22,58,"","047258",22,61,"A","047319",""
"Lk",293,22,61,"B","047320",22,62,"","047343",""
"Lk",294,22,63,"","047344",22,65,"","047370",""
"Lk",295,22,66,"","047371",22,67,"A","047398",""
"Lk",296,22,67,"B","047399",22,68,"","047413",""
"Lk",297,22,69,"","047414",22,69,"","047429",""
"Lk",298,22,70,"","047430",22,70,"","047449",""
"Lk",299,22,71,"","047450",22,71,"","047464",""
"Lk",300,23,1,"","047465",23,1,"","047475",""
"Lk",301,23,2,"","047476",23,2,"","047497",""
"Lk",302,23,3,"","047498",23,3,"","047516",""
"Lk",303,23,4,"","047517",23,4,"","047533",""
"Lk",304,23,5,"","047534",23,9,"","047623",""
"Lk",305,23,10,"","047624",23,10,"","047633",""
"Lk",306,23,11,"","047634",23,12,"","047674",""
"Lk",307,23,13,"","047675",23,14,"","047714",""
"Lk",308,23,15,"","047715",23,16,"","047734",""
"Lk",309,23,17,"","047735",23,17,"","047734","Lk 23:17 not in most mss per Nestle-Aland"
"Lk",310,23,18,"","047735",23,19,"","047760",""
"Lk",311,23,20,"","047761",23,21,"","047777",""
"Lk",312,23,22,"","047778",23,22,"","047798",""
"Lk",313,23,23,"","047799",23,23,"","047811",""
"Lk",314,23,24,"","047812",23,25,"","047837",""
"Lk",315,23,26,"","047838",23,26,"","047856",""
"Lk",316,23,27,"","047857",23,31,"","047939",""
"Lk",317,23,32,"","047940",23,32,"","047948",""
"Lk",318,23,33,"A","047949",23,33,"A","047960",""
"Lk",319,23,33,"B","047961",23,33,"B","047971",""
"Lk",320,23,34,"A","047972",23,34,"A","047983",""
"Lk",321,23,34,"B","047984",23,35,"A","047995",""
"Lk",322,23,35,"B","047996",23,35,"B","048014",""
"Lk",323,23,36,"","048015",23,37,"","048035",""
"Lk",324,23,38,"","048036",23,38,"","048046",""
"Lk",325,23,39,"","048047",23,39,"","048063",""
"Lk",326,23,40,"","048064",23,43,"","048119",""
"Lk",327,23,44,"","048120",23,45,"A","048138",""
"Lk",328,23,45,"B","048139",23,45,"B","048145",""
"Lk",329,23,46,"","048146",23,46,"","048164",""
"Lk",330,23,47,"","048165",23,47,"","048180",""
"Lk",331,23,48,"","048181",23,49,"","048214",""
"Lk",332,23,50,"","048215",23,52,"","048256",""
"Lk",333,23,53,"","048257",23,53,"","048273",""
"Lk",334,23,54,"","048274",23,55,"","048300",""
"Lk",335,23,56,"","048301",23,56,"","048314",""
"Lk",336,24,1,"","048315",24,4,"","048363",""
"Lk",337,24,5,"","048364",24,8,"","048422",""
"Lk",338,24,9,"","048423",24,9,"","048436",""
"Lk",339,24,10,"","048437",24,35,"","048881",""
"Lk",340,24,36,"","048882",24,40,"","048955",""
"Lk",341,24,41,"","048956",24,43,"","048982",""
"Lk",342,24,44,"","048983",24,53,"","049132",""
"Jn",1,1,1,"","049133",1,5,"","049193",""
"Jn",2,1,6,"","049194",1,8,"","049226",""
"Jn",3,1,9,"","049227",1,10,"","049255",""
"Jn",4,1,11,"","049256",1,13,"","049297",""
"Jn",5,1,14,"","049298",1,14,"","049320",""
"Jn",6,1,15,"","049321",1,15,"","049342",""
"Jn",7,1,16,"","049343",1,17,"","049369",""
"Jn",8,1,18,"","049370",1,18,"","049384",""
"Jn",9,1,19,"","049385",1,22,"","049455",""
"Jn",10,1,23,"","049456",1,23,"","049471",""
"Jn",11,1,24,"","049472",1,25,"","049497",""
"Jn",12,1,26,"","049498",1,27,"","049529",""
"Jn",13,1,28,"","049530",1,29,"","049562",""
"Jn",14,1,30,"","049563",1,31,"","049596",""
"Jn",15,1,32,"","049597",1,34,"","049656",""
"Jn",16,1,35,"","049657",1,40,"","049752",""
"Jn",17,1,41,"","049753",1,42,"","049792",""
"Jn",18,1,43,"","049793",2,11,"","050146",""
"Jn",19,2,12,"","050147",2,12,"","050170",""
"Jn",20,2,13,"","050171",2,13,"","050183",""
"Jn",21,2,14,"","050184",2,16,"","050243",""
"Jn",22,2,17,"","050244",2,17,"","050257",""
"Jn",23,2,18,"","050258",2,18,"","050271",""
"Jn",24,2,19,"","050272",3,22,"","050807",""
"Jn",25,3,23,"","050808",3,23,"","050827",""
"Jn",26,3,24,"","050828",3,24,"","050836",""
"Jn",27,3,25,"","050837",3,27,"","050892",""
"Jn",28,3,28,"","050893",3,28,"","050910",""
"Jn",29,3,29,"","050911",3,34,"","051014",""
"Jn",30,3,35,"","051015",3,35,"","051026",""
"Jn",31,3,36,"","051027",4,2,"","051077",""
"Jn",32,4,3,"","051078",4,3,"","051086",""
"Jn",33,4,4,"","051087",4,42,"","051763",""
"Jn",34,4,43,"","051764",4,43,"","051773",""
"Jn",35,4,44,"","051774",4,44,"","051786",""
"Jn",36,4,45,"","051787",4,46,"A","051825",""
"Jn",37,4,46,"B","051826",4,54,"","051987",""
"Jn",38,5,1,"","051988",5,10,"","052128","Jn 5:3B-4 not in most mss per Nestle-Aland"
"Jn",39,5,11,"","052129",5,23,"A","052360",""
"Jn",40,5,23,"B","052361",5,23,"B","052372",""
"Jn",41,5,24,"","052373",5,30,"A","052505",""
"Jn",42,5,30,"B","052506",5,30,"B","052518",""
"Jn",43,5,31,"","052519",5,37,"A","052627",""
"Jn",44,5,37,"B","052628",5,37,"B","052636",""
"Jn",45,5,38,"","052637",5,47,"","052779",""
"Jn",46,6,1,"","052780",6,2,"","052805",""
"Jn",47,6,3,"","052806",6,3,"","052818",""
"Jn",48,6,4,"","052819",6,4,"","052827",""
"Jn",49,6,5,"","052828",6,13,"","052977",""
"Jn",50,6,14,"","052978",6,15,"A","053008",""
"Jn",51,6,15,"B","053009",6,21,"","053102",""
"Jn",52,6,22,"","053103",6,29,"","053274",""
"Jn",53,6,30,"","053275",6,30,"","053289",""
"Jn",54,6,31,"","053290",6,34,"","053366",""
"Jn",55,6,35,"A","053367",6,35,"A","053376",""
"Jn",56,6,35,"B","053377",6,37,"","053420",""
"Jn",57,6,38,"","053421",6,38,"","053438",""
"Jn",58,6,39,"","053439",6,40,"","053491",""
"Jn",59,6,41,"","053492",6,42,"","053533",""
"Jn",60,6,43,"","053534",6,45,"","053584",""
"Jn",61,6,46,"","053585",6,46,"","053601",""
"Jn",62,6,47,"","053602",6,47,"","053610",""
"Jn",63,6,48,"","053611",6,48,"","053616",""
"Jn",64,6,49,"","053617",6,50,"","053644",""
"Jn",65,6,51,"","053645",6,51,"","053682",""
"Jn",66,6,52,"","053683",6,54,"","053745",""
"Jn",67,6,55,"","053746",6,55,"","053759",""
"Jn",68,6,56,"","053760",6,61,"","053860",""
"Jn",69,6,62,"","053861",6,62,"","053872",""
"Jn",70,6,63,"A","053873",6,63,"A","053882",""
"Jn",71,6,63,"B","053883",6,64,"A","053901",""
"Jn",72,6,64,"B","053902",6,64,"B","053918",""
"Jn",73,6,65,"","053919",6,67,"","053965",""
"Jn",74,6,68,"","053966",6,69,"","053989",""
"Jn",75,6,70,"","053990",7,27,"","054454",""
"Jn",76,7,28,"","054455",7,29,"","054495",""
"Jn",77,7,30,"","054496",7,30,"","054512",""
"Jn",78,7,31,"","054513",7,32,"A","054542",""
"Jn",79,7,32,"B","054543",7,32,"B","054553",""
"Jn",80,7,33,"","054554",7,33,"","054569",""
"Jn",81,7,34,"","054570",7,39,"","054691",""
"Jn",82,7,40,"","054692",7,41,"A","054711",""
"Jn",83,7,41,"B","054712",7,42,"","054742",""
"Jn",84,7,43,"","054743",7,43,"","054750",""
"Jn",85,7,44,"","054751",7,44,"","054764",""
"Jn",86,7,45,"","054765",8,19,"A","055184",""
"Jn",87,8,19,"B","055185",8,19,"B","055202",""
"Jn",88,8,20,"","055203",8,20,"","055223",""
"Jn",89,8,21,"","055224",10,14,"","056885",""
"Jn",90,10,15,"A","056886",10,15,"A","056894",""
"Jn",91,10,15,"B","056895",10,15,"B","056902",""
"Jn",92,10,16,"","056903",10,38,"","057280",""
"Jn",93,10,39,"","057281",10,40,"","057309",""
"Jn",94,10,41,"","057310",11,52,"","058185",""
"Jn",95,11,53,"","058186",11,54,"","058221",""
"Jn",96,11,55,"A","058222",11,55,"A","058228",""
"Jn",97,11,55,"B","058229",12,1,"","058301",""
"Jn",98,12,2,"","058302",12,8,"","058425","Jn 98 linked to canon I and canon IV"
"Jn",99,12,9,"","058426",12,11,"","058474",""
"Jn",100,12,12,"","058475",12,13,"","058515",""
"Jn",101,12,14,"","058516",12,15,"","058539",""
"Jn",102,12,16,"","058540",12,22,"","058659",""
"Jn",103,12,23,"","058660",12,23,"","058674",""
"Jn",104,12,24,"","058675",12,24,"","058698",""
"Jn",105,12,25,"","058699",12,25,"","058720",""
"Jn",106,12,26,"A","058721",12,26,"A","058737",""
"Jn",107,12,26,"B","058738",12,27,"A","058760",""
"Jn",108,12,27,"B","058761",12,38,"","058965",""
"Jn",109,12,39,"","058966",12,40,"","058997",""
"Jn",110,12,41,"","058998",12,43,"","059041",""
"Jn",111,12,44,"","059042",12,45,"","059067",""
"Jn",112,12,46,"","059068",13,1,"","059208",""
"Jn",113,13,2,"","059209",13,2,"","059224",""
"Jn",114,13,3,"A","059225",13,3,"A","059234",""
"Jn",115,13,3,"B","059235",13,12,"","059405",""
"Jn",116,13,13,"","059406",13,13,"","059418",""
"Jn",117,13,14,"","059419",13,15,"","059449",""
"Jn",118,13,16,"","059450",13,17,"","059474",""
"Jn",119,13,18,"","059475",13,19,"","059513",""
"Jn",120,13,20,"","059514",13,20,"","059532",""
"Jn",121,13,21,"","059533",13,21,"","059553",""
"Jn",122,13,22,"","059554",13,22,"","059562",""
"Jn",123,13,23,"","059563",13,26,"A","059617",""
"Jn",124,13,26,"B","059618",13,27,"A","059637",""
"Jn",125,13,27,"B","059638",13,35,"","059779",""
"Jn",126,13,36,"","059780",13,38,"","059838",""
"Jn",127,14,1,"","059839",14,12,"","060067",""
"Jn",128,14,13,"","060068",14,21,"A","060203",""
"Jn",129,14,21,"B","060204",14,21,"B","060219",""
"Jn",130,14,22,"","060220",14,24,"A","060275",""
"Jn",131,14,24,"B","060276",14,25,"","060294",""
"Jn",132,14,26,"","060295",15,6,"","060537",""
"Jn",133,15,7,"","060538",15,7,"","060555",""
"Jn",134,15,8,"","060556",15,12,"","060635",""
"Jn",135,15,13,"","060636",15,13,"","060650",""
"Jn",136,15,14,"","060651",15,16,"A","060710",""
"Jn",137,15,16,"B","060711",15,16,"B","060723",""
"Jn",138,15,17,"","060724",15,19,"","060771",""
"Jn",139,15,20,"A","060772",15,20,"A","060785",""
"Jn",140,15,20,"B","060786",15,20,"B","060800",""
"Jn",141,15,21,"A","060801",15,21,"A","060810",""
"Jn",142,15,21,"B","060811",15,21,"B","060816",""
"Jn",143,15,22,"","060817",15,22,"","060834",""
"Jn",144,15,23,"","060835",15,23,"","060842",""
"Jn",145,15,24,"","060843",16,2,"A","060926",""
"Jn",146,16,2,"B","060927",16,4,"A","060965",""
"Jn",147,16,4,"B","060966",16,14,"","061123",""
"Jn",148,16,15,"A","061124",16,15,"A","061130",""
"Jn",149,16,15,"B","061131",16,23,"A","061308",""
"Jn",150,16,23,"B","061309",16,24,"","061341",""
"Jn",151,16,25,"","061342",16,30,"","061450",""
"Jn",152,16,31,"","061451",16,32,"","061479",""
"Jn",153,16,33,"","061480",17,24,"","061957",""
"Jn",154,17,25,"A","061958",17,25,"A","061969",""
"Jn",155,17,25,"B","061970",17,26,"","061996",""
"Jn",156,18,1,"","061997",18,1,"","062020",""
"Jn",157,18,2,"","062021",18,2,"","062038",""
"Jn",158,18,3,"","062039",18,3,"","062061",""
"Jn",159,18,4,"","062062",18,9,"","062147",""
"Jn",160,18,10,"","062148",18,11,"AB","062185",""
"Jn",161,18,11,"C","062186",18,11,"C","062196",""
"Jn",162,18,12,"","062197",18,12,"","062213",""
"Jn",163,18,13,"","062214",18,14,"","062244",""
"Jn",164,18,15,"A","062245",18,15,"A","062253",""
"Jn",165,18,15,"B","062254",18,15,"B","062270",""
"Jn",166,18,16,"A","062271",18,16,"A","062278",""
"Jn",167,18,16,"B","062279",18,16,"B","062296",""
"Jn",168,18,17,"","062297",18,17,"","062318",""
"Jn",169,18,18,"","062319",18,19,"","062357",""
"Jn",170,18,20,"","062358",18,20,"","062384",""
"Jn",171,18,21,"","062385",18,21,"","062399",""
"Jn",172,18,22,"","062400",18,22,"","062416",""
"Jn",173,18,23,"","062417",18,23,"","062432",""
"Jn",174,18,24,"","062433",18,24,"","062442",""
"Jn",175,18,25,"","062443",18,27,"","062497",""
"Jn",176,18,28,"AB","062498",18,28,"AB","062510",""
"Jn",177,18,28,"C","062511",18,32,"","062592",""
"Jn",178,18,33,"","062593",18,33,"","062613",""
"Jn",179,18,34,"","062614",18,36,"","062687",""
"Jn",180,18,37,"A","062688",18,37,"A","062704",""
"Jn",181,18,37,"B","062705",18,38,"A","062736",""
"Jn",182,18,38,"B","062737",18,38,"B","062753",""
"Jn",183,18,39,"","062754",18,39,"","062772",""
"Jn",184,18,40,"","062773",18,40,"","062786",""
"Jn",185,19,1,"","062787",19,3,"","062826",""
"Jn",186,19,4,"","062827",19,4,"","062848",""
"Jn",187,19,5,"","062849",19,5,"","062867",""
"Jn",188,19,6,"A","062868",19,6,"A","062880",""
"Jn",189,19,6,"BC","062881",19,6,"BC","062889",""
"Jn",190,19,6,"D","062890",19,6,"D","062896",""
"Jn",191,19,7,"","062897",19,7,"","062914",""
"Jn",192,19,8,"","062915",19,9,"","062944",""
"Jn",193,19,10,"","062945",19,14,"","063055",""
"Jn",194,19,15,"A","063056",19,15,"A","063062",""
"Jn",195,19,15,"B","063063",19,15,"B","063079",""
"Jn",196,19,16,"","063080",19,16,"","063090",""
"Jn",197,19,17,"","063091",19,18,"A","063108",""
"Jn",198,19,18,"B","063109",19,18,"B","063120",""
"Jn",199,19,19,"","063121",19,19,"","063141",""
"Jn",200,19,20,"","063142",19,22,"","063194",""
"Jn",201,19,23,"","063195",19,24,"B","063257",""
"Jn",202,19,24,"C","063258",19,27,"","063326","Jn 19:24C in most texts is in Jn 19:25 in NRSV"
"Jn",203,19,28,"","063327",19,30,"A","063365",""
"Jn",204,19,30,"B","063366",19,30,"B","063372",""
"Jn",205,19,31,"","063373",19,37,"","063494",""
"Jn",206,19,38,"","063495",19,38,"","063532",""
"Jn",207,19,39,"","063533",19,39,"","063551",""
"Jn",208,19,40,"","063552",19,42,"","063605",""
"Jn",209,20,1,"","063606",20,1,"","063629",""
"Jn",210,20,2,"","063630",20,10,"","063773",""
"Jn",211,20,11,"","063774",20,12,"","063810",""
"Jn",212,20,13,"","063811",20,18,"","063939",""
"Jn",213,20,19,"","063940",20,20,"A","063984",""
"Jn",214,20,20,"B","063985",20,22,"","064017",""
"Jn",215,20,23,"","064018",20,23,"","064028",""
"Jn",216,20,24,"","064029",20,25,"","064090",""
"Jn",217,20,26,"","064091",20,27,"","064150",""
"Jn",218,20,28,"","064151",20,31,"","064220",""
"Jn",219,21,1,"","064221",21,6,"","064347",""
"Jn",220,21,7,"","064348",21,8,"","064405",""
"Jn",221,21,9,"","064406",21,10,"","064430",""
"Jn",222,21,11,"","064431",21,11,"","064454",""
"Jn",223,21,12,"A","064455",21,12,"A","064460",""
"Jn",224,21,12,"B","064461",21,12,"B","064475",""
"Jn",225,21,13,"","064476",21,13,"","064488",""
"Jn",226,21,14,"","064489",21,15,"AB","064522",""
"Jn",227,21,15,"C","064523",21,15,"C","064528",""
"Jn",228,21,16,"AB","064529",21,16,"AB","064545",""
"Jn",229,21,16,"C","064546",21,16,"C","064551",""
"Jn",230,21,17,"AB","064552",21,17,"AB","064581",""
"Jn",231,21,17,"C","064582",21,17,"C","064589",""
"Jn",232,21,18,"","064590",21,25,"","064767",""
